State,County,deedInstrument,aulInstrument,eLienInstrument,easeInstrument,leaseInstrument,lienInstrument,miscInstrument,mortgageInstrument,relatedInstrument
SC,Abbeville,371,,,,,,,,
LA,Acadia,878047,,,,,,,,
LA,Acadia,817775,,,,,,,,
LA,Acadia,834847,,,,,,,,
LA,Acadia,576305,,,,,,,,
LA,Acadia,678423,,,,,,,,
LA,Acadia,12106,,,,,,,,
LA,Acadia,10830,,,,,,,,
LA,Acadia,123118,,,,,,,,
LA,Acadia,896235,,,,,,,,
LA,Acadia,836316A,,,,,,,,
LA,Acadia,912922,,,,,,,,
LA,Acadia,815323,,,,,,,,
VA,Accomack,220003432,,,,,,,,
VA,Accomack,200308787,,,,,,,,
VA,Accomack,200308790,,,,,,,,
VA,Accomack,210005597,,,,,,,220000546,
VA,Accomack,2003-08788,,,,,,,,
VA,Accomack,200308791,,,,,,,,
VA,Accomack,200308789,,,,,,,,
VA,Accomack,200605653,,,,,,,,
VA,Accomack,130003235,,,,,,,,
VA,Accomack,2008-03673,,,,,,,,
VA,Accomack,2013-03232,,,,,,,,
VA,Accomack,2002-07878,,,,,,,,
VA,Accomack,50006631,,,,,,,50008636,
VA,Accomack,,,,,,,,50008637,
VA,Accomack,201004959,,,,,,,,
VA,Accomack,210002076,,,,,,,,
VA,Accomack,201402501,,,,,,,,
VA,Accomack,110003591,,,,,,,,
VA,Accomack,130005298,,,,,,,,
VA,Accomack,1700001952,,,,,,,,
VA,Accomack,2016-003928,,,,,,,,
VA,Accomack,20180003308,,,,,,,,
VA,Accomack,201303582,,,,,180000086,,180004775,
ID,Ada,2018-011965,,,,,,,2018-011966,2022-021372
ID,Ada,2023-011099,,,,,,,,
ID,Ada,2023-018738,,,,,,,,
ID,Ada,2016-095423,,,,,,,,
ID,Ada,2020-127148,,,,,,,2020-127149,2022-077820
ID,Ada,2019-024304,,,,,,,2022-004725,
ID,Ada,2021-090345,,,,,,,2021-090346,2021-090347
ID,Ada,2021-125106,,,,,,,2020-143910,
ID,Ada,2018-053477,,,,,,,,
ID,Ada,112010412,,,,,,112010415,112010413,2019-008703
ID,Ada,110066300,,,,,,,,
ID,Ada,2017-099931,,,,,,,,
ID,Ada,2018-112161,,,,,,,,
ID,Ada,2014-114051032,,,,,,,,
ID,Ada,1040996499,,,,,,,,
ID,Ada,2016042628,,,,,,,,
ID,Ada,103109317,,,,,,,,
ID,Ada,9206119,,,,,2015-068444,,,
ID,Ada,106165763,,,,,,,,
ID,Ada,2019-074026,,,,,,,2019-073355,
ID,Ada,2019-073354,,,,,,,,
ID,Ada,2018-027842,,,,,,,,
ID,Ada,2018-016404,,,,,,,,
ID,Ada,1988-8834518,,,,,,,,
ID,Ada,1989-8936861,,,,,,,,
ID,Ada,1989-8954600,,,,,,,,
ID,Ada,1991-9139141,,,,,,,,
ID,Ada,2020-050963,,,,,,,,
ID,Ada,2018-086860,,,,,,,,
ID,Ada,1991000206,,,,,,,,
ID,Ada,2019-065406,,,,,,,,
ID,Ada,2017-124206,,,,,,,,
ID,Ada,102149375,,,,,,,109107580,
ID,Ada,2019-078269,,,,,,,,
ID,Ada,2020-042764,,,,,,,,
ID,Ada,106142022,,,,,,,,
ID,Ada,2018-044722,,,,,,,,
ID,Ada,2002-102081724,,,,,,,2021-062870,
ID,Ada,2017-030488,,,,,,,,
ID,Ada,2021-163171,,,,,,,2021-163172,
ID,Ada,1802001188,,,,,,,,
ID,Ada,2018-038977,,,,,,,,
ID,Ada,2022-062201,,,,,,,2022-062202,2022-064766
ID,Ada,2019-081754,,,,,,,2019-081755,
ID,Ada,2019-116347,,,,,,,,
ID,Ada,2020-129844,,,,,,,,
ID,Ada,2020-141064,,,,,,,2020-141065,
ID,Ada,2018-075712,,,,,,,,
ID,Ada,2011-111025602,,,,,,,2013-113060154,
ID,Ada,2011-111025601,,,,,,,,
ID,Ada,2012-112120807,,,,,,,2012-112120808,
ID,Ada,2020-029470,,,,,,,,
ID,Ada,2009-109018931,,,,,,,,
ID,Ada,2020-181662,,,,,,,,
ID,Ada,2017-008514,,,,,,,,
ID,Ada,2015-001381,,,,,,,,
ID,Ada,2021-180800,,,,,,,,
ID,Ada,2007-10713639,,,,,,,,
ID,Ada,2005-105195867,,,,,,,,
ID,Ada,1990-9070992,,,,,,,,
ID,Ada,2007-107136369,,,,,,,,
ID,Ada,2021-181345,,,,,,,,
ID,Ada,2000-100016639,,,,,,,,
ID,Ada,2016-001622,102092801,,,,,,,
ID,Ada,2022-003973,,,,,,,2022-003974,
ID,Ada,101132035,,,,,,,,
ID,Ada,103104273,,,,,,,,
ID,Ada,96022422,,,,,,,,
ID,Ada,96022423,,,,,,,,
ID,Ada,2017-087117,,,,,,,,
ID,Ada,108126559,,,,,,,,
ID,Ada,108126560,,,,,,,,
ID,Ada,2022-029501,,,,,,,2021-178827,
ID,Ada,2021-178826,,,,,,,,
ID,Ada,108073577,,,,,,,,
ID,Ada,107016107,,,,,,,,
ID,Ada,106196982,,,,,,,,
ID,Ada,105121448,,,,,,,,
ID,Ada,105085916,,,,,,,,
ID,Ada,2021-164720,,,,,,,,
ID,Ada,2022-015449,,,,,,,,
ID,Ada,2022-024826,,,,,,,,
ID,Ada,2019-062489,,,,,,,,
ID,Ada,100073838,,,,,,,,
ID,Ada,2016-039357,,,,,,,,
ID,Ada,95015234,,,,,,,,
ID,Ada,2018-009443,,,,,,,,
ID,Ada,99054149,,,,,,,,
ID,Ada,103058215,,,,,,,,
ID,Ada,114030801,,,,,,,,
ID,Ada,110107653,,,,,,,,
ID,Ada,2016-074997,,,,,,,2016-074998,
ID,Ada,2016-074996,,,,,,,2021-059748,
ID,Ada,94038589,,,,,,,,
ID,Ada,114045652,,,,,,,,
ID,Ada,106019077,,,,,,,,
ID,Ada,2017-115928,2016-064786,,,,,,,
ID,Ada,2020181911,,,,,,,,
ID,Ada,105031232,,,,,,,,
ID,Ada,2018-092207,,,,,,,,
ID,Ada,2019-113490,,,,,,2019-113491,2020-138282,
ID,Ada,108087268,,,,,,,,
ID,Ada,106010152,,,,,,,,
ID,Ada,2019-097300,,,,,,,2019-097301,
ID,Ada,2011-111079006,,,,,,,,
ID,Ada,2017-091718,,,,,,,2019-064555,
ID,Ada,2020-175434,,,,,,,,
ID,Ada,2011-111066565,,,,,,,2011-111066566,
ID,Ada,2018-014430,,,,,,,2011-111067045,
ID,Ada,2018-040293,,,,,,,,
ID,Ada,2016-75120,,,,,,,,
ID,Ada,2021-025702,,,,,,,,
ID,Ada,2021-025701,,,,,,,,
ID,Ada,2019-004606,,,,,,,,
ID,Ada,102151755,,,,,,,,
ID,Ada,110073742,,,,,,,,
ID,Ada,110054333,,,,,,,,
ID,Ada,106155089,,,,,,,,
ID,Ada,105175390,,,,,,,,
ID,Ada,105174060,,,,,,,,
ID,Ada,104061330,,,,,,,,
ID,Ada,104046725,,,,,,,,
ID,Ada,103035272,,,,,,,,
ID,Ada,103035270,,,,,,,,
ID,Ada,103035268,,,,,,,,
ID,Ada,103035240,,,,,,,,
ID,Ada,103035238,,,,,,,,
ID,Ada,100029927,,,,,,,,
ID,Ada,100029926,,,,,,,,
ID,Ada,100029925,,,,,,,,
ID,Ada,100029924,,,,,,,,
ID,Ada,100029923,,,,,,,,
ID,Ada,846598,,,,,,,,
ID,Ada,834189,,,,,,,,
ID,Ada,460555,,,,,,,,
ID,Ada,2019-102316,,,,,,,,
ID,Ada,106193538,,,,,,,,
ID,Ada,105125989,,,,,,,,
ID,Ada,2017-065136,,,,,2021-055967,,2021-001873,
ID,Ada,2015-108168,,,,,,,,
ID,Ada,113027288,,,,,,,,
ID,Ada,107106587,,,,,,,,
ID,Ada,2019-049228,,,,,,,,
ID,Ada,2014-084908,,,,,,,,
ID,Ada,2021-083475,,,,,,,,
ID,Ada,2021083473,,,,,,,,
ID,Ada,2021025145,,,,,,,,
ID,Ada,2021015820,,,,,,,,
ID,Ada,99039015,,,,,,,,
ID,Ada,96103305,,,,,,,,
ID,Ada,1996-96103305,,,,,,,,
ID,Ada,1969-711688,,,,,,,,
ID,Ada,2016-019883,,,,,,,,
ID,Ada,2017-006746,,,,,,,,
ID,Ada,2019-049279,,,,,,,,
ID,Ada,2019-071380,,,,,,,,
ID,Ada,2019-006817,,,,,,,2019-006819,2019-006820
ID,Ada,2015-027061,,,,,,2013-113120976,2013-113055725,
ID,Ada,2013-113055724,,,,,,,,
ID,Ada,108066864,,,,,,,,
ID,Ada,2007-107005831,,,,,2012-112018140,,2007-107003442,
ID,Ada,2007-107003441,,,,,2017-020172,,,
ID,Ada,2007-107003440,,,,,,,,
ID,Ada,2020-058741,,,,,,,,
ID,Ada,2020-057307,,,,,,,,
ID,Ada,2019-105092,,,,,,,,
ID,Ada,2018-043758,,,,,,,,
ID,Ada,2021-113726,,,,,,,,
ID,Ada,1995-95072819,,,,,,1995-95016708,,
ID,Ada,1994-94086794,,,,,,,,
ID,Ada,1994-94090266,,,,,,,,
ID,Ada,2016-072465,,,,,,,104011752,
ID,Ada,109057999,,,,,,113122285,,
ID,Ada,2020-100624,,,,,,,2020-100625,
ID,Ada,2015-019914,,,,,,,,
ID,Ada,113059436,,,,,,,,
ID,Ada,106073924,,,,,,,105107073,
ID,Ada,2015-067684,,,,,,,2020-102593,
ID,Ada,1995-95054655,,,,,,,,
ID,Ada,2016-029975,,,,,,,,
ID,Ada,2020-174580,,,,,,,,
ID,Ada,2015-093439,,,,,,,,
ID,Ada,111042474,,,,,,,,
ID,Ada,105128702,,,,,,,,
ID,Ada,99004384,,,,,,,,
ID,Ada,8957972,,,,,,,,
ID,Ada,2020-003320,,,,,,,,
ID,Ada,2015-077052,,,,,,2015-077053,,
ID,Ada,106133733,,,,,,,,
ID,Ada,2020-115479,,,,,,,2020-115480,
ID,Ada,2015-067323,,,,,,,2020-106162,
ID,Ada,2020-106161,,,,,,,,
ID,Ada,2015-005314,,,,,,,,
ID,Ada,102035157,,,,,,,,
ID,Ada,2016-126340,,,,,,,,
ID,Ada,150174198,,,,,,,,
ID,Ada,2017-101509,2020-060336,,,,,2017-101513,,
ID,Ada,2017-101511,,,,,,,,
ID,Ada,2017-101512,,,,,,,,
ID,Ada,106123460,,,,,,,,
ID,Ada,2019-129565,,,,,,,2019-129566,
ID,Ada,113077882,,,,,,,2021-002084,
ID,Ada,2017-048656,,,,,,,2020-068125,
ID,Ada,100027762,,,,,,,,
ID,Ada,112055400,,,,,,,,
ID,Ada,95051414,,,,,,,,
ID,Ada,2018-009617,,,,,,,,
ID,Ada,2020-107385,,,,,,,,
ID,Ada,112053937,,,,,,112077403,,
ID,Ada,2017-043909,,,,,,,2017-027043,2017-118701
ID,Ada,100018579,,,,,,,,
ID,Ada,101083964,,,,,,,,
ID,Ada,101086148,,,,,,,,
ID,Ada,9165850,,,,,,,,
ID,Ada,2015-003308,,,,,,,,
ID,Ada,113019883,,,,,,,,
ID,Ada,112034459,,,,,,,,
ID,Ada,111105663,,,,,,,,
ID,Ada,111068428,,,,,,,,
ID,Ada,108027001,,,,,,,,
ID,Ada,107045212,,,,,,,,
ID,Ada,107045211,,,,,,,,
ID,Ada,106195867,,,,,,,,
ID,Ada,101090007,,,,,,,,
ID,Ada,100020245,,,,,,,,
ID,Ada,96036278,,,,,,,,
ID,Ada,96036277,,,,,,,,
ID,Ada,2015-011060,,,,,,,,
ID,Ada,110075499,,,,,,,,
ID,Ada,96021702,,,,,,,,
ID,Ada,96021397,,,,,,,,
ID,Ada,2018-052983,,,,,,,,
ID,Ada,2017-084783,,,,,,,,
ID,Ada,2017-050613,,,,,,,,
ID,Ada,2014-086872,,,,,,,,
ID,Ada,13135988,,,,,,,,
ID,Ada,13135986,,,,,,,,
ID,Ada,10118000,,,,,,,,
ID,Ada,2030991,,,,,,,,
ID,Ada,2018-033083,,,,,,,,
ID,Ada,2016-124833,,,,,,,,
ID,Ada,5031863,,,,,,,,
ID,Ada,2127613,,,,,,,,
ID,Ada,2019-033253,,,,,,,,
ID,Ada,2001-101016625,,,,,,,,
ID,Ada,101004862,,,,,,,,
ID,Ada,101004861,,,,,,,,
ID,Ada,100023491,,,,,,,,
ID,Ada,99050738,,,,,,,,
ID,Ada,8552127,,,,,,,,
ID,Ada,736473,,,,,,,,
ID,Ada,2018-008493,,,,,,,,
ID,Ada,2016-112857,,,,,,,,
ID,Ada,2014015777,,,,,,,,
ID,Ada,5191699,,,,,,,,
ID,Ada,5154045,,,,,,,,
ID,Ada,78015722,,,,,,,,
ID,Ada,78015723,,,,,,,,
ID,Ada,78013367,,,,,,,,
ID,Ada,909415,,,,,,,,
ID,Ada,109079607,,,,,,,,
ID,Ada,108102582,,,,,,,,
ID,Ada,106041007,,,,,,,,
ID,Ada,105161956,,,,,,,,
ID,Ada,102007360,,,,,,,,
ID,Ada,101077594,,,,,,,,
ID,Ada,98066735,,,,,,,,
ID,Ada,96055680,,,,,,,,
ID,Ada,94008303,,,,,,,,
ID,Ada,8611686,,,,,,,,
ID,Ada,2018-036207,,,,,,,,
ID,Ada,2017-094856,,,,,,,,
ID,Ada,11200402,,,,,,,,
ID,Ada,91059150,,,,,,,,
ID,Ada,7706072,,,,,,,,
ID,Ada,74900924,,,,,,,,
ID,Ada,74900293,,,,,,,,
ID,Ada,2018-111001,,,,,,,,
ID,Ada,2018-077802,,,,,,,,
ID,Ada,2018-010584,,,,,,,,
ID,Ada,98013767,,,,,,,,
ID,Ada,98010803,,,,,,,,
ID,Ada,96089970,,,,,,,,
ID,Ada,7945363,,,,,,,,
ID,Ada,7928360,,,,,,,,
ID,Ada,7928359,,,,,,,,
ID,Ada,7928358,,,,,,,,
ID,Ada,785203,,,,,,,,
ID,Ada,2019-017686,,,,,2019-083201,,2020-046703,
ID,Ada,2020-047010,,,,,,,,
ID,Ada,2015-042363,,,,,,,2018-089103,
ID,Ada,101049450,,,,,,110009880,,
ID,Ada,105133727,,,,,,,,
ID,Ada,1976000139,,,,,,2015-048643,,
ID,Ada,2015-098101,,,,,,,,
ID,Ada,105122914,,,,,,,,
ID,Ada,2017-056718,,,,,,,,
ID,Ada,112091025,,,,,,,,
ID,Ada,2017-056719,,,,,,,,
ID,Ada,2019-038937,,,,,,,,
ID,Ada,99004001,,,,,,,,
ID,Ada,9102041,,,,,,,,
ID,Ada,1232,,,,,,,,
ID,Ada,103200089,,,,,,,,
ID,Ada,2020-004898,,,,,,,,
ID,Ada,2016-049108,,,,,,,,
ID,Ada,2018-109921,,,,,,,110112158,
ID,Ada,2018-036574,,,,,,,,
ID,Ada,2019-038929,,,,,,,,
ID,Ada,2019128124,,,,,,,,
ID,Ada,2015-050727,,,,,,,,
ID,Ada,111077512,,,,,,,,
ID,Ada,9315909,,,,,,,,
ID,Ada,97006293,,,,,,,,
ID,Ada,2015-000282,,,,,,,,
ID,Ada,108029302,,,,,,,,
ID,Ada,2019-010537,,,,,,,,
ID,Ada,2016-017063,,,,,,,,
ID,Ada,2016-017062,,,,,,,,
ID,Ada,2008-108108012,,,,,,,,
ID,Ada,108112719,,,,,,,,
ID,Ada,106199750,,,,,,,,
ID,Ada,2019-083523,,,,,,,,
ID,Ada,113051524,,,,,,,,
ID,Ada,104127680,,,,,,,,
ID,Ada,2015-083332,,,,,,,,
ID,Ada,108108012,,,,,,,,
ID,Ada,108137952,,,,,,,,
ID,Ada,107156649,,,,,,,,
ID,Ada,111103386,,,,,,,,
ID,Ada,104152702,,,,,,,,
ID,Ada,104080980,,,,,,,,
ID,Ada,102146282,,,,,,,,
ID,Ada,1992-9291501,,,,,,,,
ID,Ada,8363707,,,,,,,,
ID,Ada,8303099,,,,,,,,
ID,Ada,8046529,,,,,,,,
ID,Ada,7846402,,,,,,,,
ID,Ada,7838188,,,,,,,,
ID,Ada,812905,,,,,,,,
ID,Ada,678194,,,,,,,,
ID,Ada,"288424, -425, -426",,,,,,,,
ID,Ada,102106,,,,,,,,
ID,Ada,2017-119875,,,,,,2017-113005,,
ID,Ada,106122295,,,,,,,,
ID,Ada,10730848,,,,,,,,
ID,Ada,111047409,,,,,,,111047410,
ID,Ada,2018-069821,,,,,,,,
ID,Ada,2019-002471,,,,,2019-028663,,2019-002472,2019-002473
ID,Ada,2018-033135,,,,,2019-079769,,2018-033136,2019-079764
ID,Ada,2019-079766,,,,,,,2019-079767,2019-079768
ID,Ada,99095600,,,,,,,,
ID,Ada,107032964,,,,,,,,
ID,Ada,2015-000241,,,,,,,,
ID,Ada,219-060204,,,,,,,,
ID,Ada,2015-079575,,,,,,,,
ID,Ada,2015-075871,,,,,,,,
ID,Ada,2015-071821,,,,,,,,
ID,Ada,2015-070968,,,,,,,,
ID,Ada,2015-070966,,,,,,,,
ID,Ada,2015-070963,,,,,,,,
ID,Ada,8924217,,,,,,,,
ID,Ada,108093296,,,,,,,,
ID,Ada,2019-056742,,,,,,,,
ID,Ada,2019-056741,,,,,,,,
ID,Ada,2019-056740,,,,,,,,
ID,Ada,2019-056739,,,,,,,,
ID,Ada,2019-056738,,,,,,,,
ID,Ada,113036856,,,,,,,,
ID,Ada,107119512,,,,,,,,
ID,Ada,2018-002751,,,,,,,,
ID,Ada,108136332,,,,,,,,
ID,Ada,106032140,,,,,,,,
ID,Ada,2016-010208,,,,,,,,
ID,Ada,2019-032848,,,,,,,2019-032847,
ID,Ada,2019-032846,,,,,,,,
ID,Ada,112081708,,,,,,,,
ID,Ada,111046032,,,,,,,,
ID,Ada,2017-016467,,,,,,2017-017681,,
ID,Ada,2019-047119,,,,,,,,
ID,Ada,111024292,,,,,,,,
ID,Ada,111080041,,,,,,,,
IA,Adair,50012,,,,,,,62054,
IA,Adair,50013,,,,,,,62057,
IA,Adair,80600,,,,,,,2015-0541,
IA,Adair,10940,,,,,,,2016-0107,
IA,Adair,2006-0849,,,,,,,2006-2054,
KY,Adair,446637,,,,,,,,
MO,Adair,2.02E+11,,,,,,,,
CO,Adams,2.02E+12,,,,,,,2.02E+12,
CO,Adams,C0815367,,,,,,,,
CO,Adams,C0662309,,,,,,,,
CO,Adams,2.01E+16,,,,,,,,
CO,Adams,2.02E+12,,,,,,,,
CO,Adams,2.02E+12,,,,,,,,
CO,Adams,c1201901,,,,,,,,
CO,Adams,2.01E+12,,,,,,,,
CO,Adams,C0243196,,,,,,,,
CO,Adams,C1278445,,,,,,,,
CO,Adams,2.01E+16,,,,,,,,
CO,Adams,1.98E+12,,,,,,,,
CO,Adams,2.01E+12,,,,,,,,
CO,Adams,2.01E+12,,,,,,,,
CO,Adams,2.01E+12,,,,,,,,
CO,Adams,2.01E+12,,,,,,,,
CO,Adams,2016000111555 and 556,,,,,,,,
CO,Adams,2.02E+12,,,,,,,,
CO,Adams,2.02E+12,,,,,,,,
CO,Adams,1.98E+12,,,,,,2.02E+12,,
CO,Adams,2.00E+12,,,,,,2.02E+12,,
CO,Adams,2.00E+12,,,,,,2.02E+12,,
CO,Adams,2.01E+11,,,,,,,,
CO,Adams,2.02E+12,,,,,,,,
CO,Adams,2.00E+12,,,,,,,2.01E+12,2.01E+12
CO,Adams,2011-50026,2.02E+13,,,,,,,
CO,Adams,2011-50034,,,,,,,,
CO,Adams,2.01E+16,,,,,,,,
CO,Adams,2.00E+16,,,,,,,,
CO,Adams,2.01E+11,,,,,,,,
CO,Adams,2.01E+12,,,,,,,,
CO,Adams,c1116624,,,,,,,,
CO,Adams,C1116623,,,,,,,,
CO,Adams,c1116620,,,,,,,,
CO,Adams,2.02E+12,,,,,,,,
CO,Adams,2.00E+16,,,,,,,,
CO,Adams,2.00E+12,,,,,,,,
CO,Adams,2.02E+12,,,,,,,,
CO,Adams,2.01E+16,,,,,,,,
CO,Adams,c0720993,,,,,,,,
CO,Adams,2.01E+12,,,,,,,,
CO,Adams,2.01E+16,,,,,,,,
CO,Adams,C1041227,,,,,,,,
CO,Adams,C1017556,,,,,,,,
CO,Adams,C1017552,,,,,,,,
CO,Adams,C0704114,,,,,,,,
CO,Adams,B792315,,,,,,,,
CO,Adams,B792314,,,,,,,,
CO,Adams,b716285,,,,,,,,
CO,Adams,b706767,,,,,,,,
CO,Adams,b413236,,,,,,,,
CO,Adams,b180381,,,,,,,,
CO,Adams,b178127,,,,,,,,
CO,Adams,b178125,,,,,,,,
CO,Adams,b178123,,,,,,,,
CO,Adams,b178121,,,,,,,,
CO,Adams,b178119,,,,,,,,
CO,Adams,b178117,,,,,,,,
CO,Adams,b178115,,,,,,,,
CO,Adams,a62550,,,,,,,,
CO,Adams,a62249,,,,,,,,
CO,Adams,910729,,,,,,,,
CO,Adams,863849,,,,,,,,
CO,Adams,836351,,,,,,,,
CO,Adams,815954,,,,,,,,
CO,Adams,764669,,,,,,,,
CO,Adams,382957,,,,,,,,
CO,Adams,296780,,,,,,,,
CO,Adams,2.01E+16,,,,,,,,
CO,Adams,C0923546,,,,,,,,
CO,Adams,2.01E+12,,,,,,,,
CO,Adams,142564,,,,,,,,
CO,Adams,B993143,,,,,,,,
CO,Adams,2.00E+16,,,,,,,,
CO,Adams,2.00E+16,,,,,,,,
CO,Adams,2.00E+16,,,,,,,,
CO,Adams,2.01E+16,,,,,,,,
CO,Adams,2.01E+16,2.02E+12,,,,,,,
CO,Adams,C0660852,,,,,,,,
CO,Adams,C0660854,,,,,,,,
CO,Adams,C0660856,,,,,,,,
CO,Adams,C1118355,,,,,,,,
CO,Adams,B952751,,,,,,,,
CO,Adams,1.99E+12,,,,,,,2.02E+12,
CO,Adams,C0242510,,,2.01E+12,C0232833,2.01E+12,2.01E+12,,
CO,Adams,C0926177,,,,,,,,
CO,Adams,B860808,,,,,,,,
CO,Adams,2.00E+12,,,,,,,,
CO,Adams,2.00E+12,,,,,,,,
CO,Adams,2.01E+11,,,,,,,,
CO,Adams,2.01E+12,,,,,,,,
CO,Adams,2.00E+15,,,,,,,,
CO,Adams,2.01E+15,,,,,,,,
CO,Adams,2.01E+16,,,,,,,,
CO,Adams,"Westfield-Freight, LLLP",,,,,,,,
CO,Adams,C1217193,,,,,,,,
CO,Adams,C1179661,,,,,,,,
CO,Adams,C1257704,,,,,,,,
CO,Adams,20161328178,,,,,,,,
CO,Adams,C1015909,,,,,,,,
CO,Adams,C0690094,,,,,,,,
CO,Adams,C0561788,,,,,,,,
CO,Adams,C0060430,,,,,,,,
CO,Adams,B369828,,,,,,,,
CO,Adams,C0815766,,,,,,,,
CO,Adams,2016-090150,,,,,,,,
CO,Adams,C0142190,,,,,,,,
CO,Adams,C0747934,,,,,2.01E+12,,2.01E+12,2010-71490
CO,Adams,C1269179,,,,,,,,
CO,Adams,C1211314,,,,,,,,
CO,Adams,C0987579,,,,,,,,
CO,Adams,C0718896,,,,,,,,
CO,Adams,C1256375,,,,,,,,
CO,Adams,C0685564,,,,,,,,
CO,Adams,C0341442,,,,,,,,
CO,Adams,C0187349,,,,,,,,
IA,Adams,2020 365,,,,,,,,
IA,Adams,2019 1048,,,,,,,,
ID,Adams,114734,,,,,,,,
ID,Adams,88757,,,,,,,,
IL,Adams,2002R-00539,,,,,,,2023R-00364,
IL,Adams,2011R-01293,,,,,,,2021R-00378,
IL,Adams,2020r-09405,,,,,,,2020R-09406,
IL,Adams,2012R-08568,,,,,,,2016R-07955,2021R-07186
IL,Adams,2019R-06874,,,,,,,,
IL,Adams,2021r04853,,,,,,,,
IL,Adams,53003151,,,,,,,,
IL,Adams,2020R-06083,,,,,,,,
IL,Adams,2017R-01485,,,,,,,,
IL,Adams,2018R-03185,,,,,81352,,,
IL,Adams,43964,,,,,,,,
IL,Adams,28143,,,,,,,,
IL,Adams,4195,,,,,,,,
IL,Adams,2018R-03477,,,,,,,,
IL,Adams,2018R-03476,,,,,,,,
IL,Adams,2016R-10444,,,,,,,,
IL,Adams,2018R-01427,,,,,,,,
IL,Adams,2014R-09001,,,,,,,,
IL,Adams,48203,,,,,,,,
IL,Adams,75260,,,,,,,,
IL,Adams,2017R-10079,,,,,,,,
IL,Adams,2019R-03160,,,,,,,,
IL,Adams,2017R-10461,,,,,,2017R-01341,,
IL,Adams,24150,,,,,,,,
IL,Adams,18845,,,,,,,,
IL,Adams,233293,,,,,,,,
IL,Adams,200508326,,,,,,2011R-08046,,
IL,Adams,2012R-07373,,,,,,,,
IN,Adams,2018004203,,,,,,,2018004204,2018004205
IN,Adams,2019002727,,,,,,,,
IN,Adams,1993011526,,,,,,,,
IN,Adams,2019004573,,,,,,,,
IN,Adams,2016002016,,,,,,,2016002017,
IN,Adams,2009003124,,,,,,,2013005032,
IN,Adams,2012002066,,,,,,,,
IN,Adams,2011004665,,,,,,,,
IN,Adams,2.01E+11,,,,,,,,
IN,Adams,2013000383,,,,,,,,
IN,Adams,1180,,,,,,,,
IN,Adams,7460,,,,,,,,
IN,Adams,5410,,,,,,,,
IN,Adams,2012004496,,,,,,,,
MS,Adams,20s-770,,,,,,,,
MS,Adams,17I-86,,,,,,,,
MS,Adams,94317,,,,,,,,
MS,Adams,1019930,,,,,,,,
MS,Adams,1018840,,,,,,,,
MS,Adams,71926,,,,,,,,
MS,Adams,42317,,,,,,,,
NE,Adams,20140828,,,,,,,,
NE,Adams,20095296,,,,,,,,
NE,Adams,20111671,,,,,,952221,20113535,
NE,Adams,1992-04461,,,,,,,2016-00129,
NE,Adams,965481,,,,,,,,
NE,Adams,2001-01702,,,,,,,,
NE,Adams,2001-01701,,,,,,,,
NE,Adams,2013-02633,,,,,,,,
NE,Adams,1992-03557,,,,,,,,
NE,Adams,2020-04807,,,,,,,,
NE,Adams,2020-04808,,,,,,,,
NE,Adams,2007-05574,,,,,,,,
NE,Adams,20064298,,,,,,,,
NE,Adams,811944,,,,,,,,
NE,Adams,811178,,,,,,,,
NE,Adams,313287,,,,,,,,
NE,Adams,20132271,,,,,20184106,20002335,20161048,
NE,Adams,20122871,,,,,20211614,,,
NE,Adams,19893739,,,,,,,,
NE,Adams,19982802,,,,,,,,
NE,Adams,19975029,,,,,,,,
NE,Adams,20203892,,,,,,,,
NE,Adams,20103445,,,,,,,,
NE,Adams,20072513,,,,,,,,
NE,Adams,924403,,,,,,,,
NE,Adams,20120081,,,,,,,,
NE,Adams,20121272,,,,,,,,
NE,Adams,20083422,,,,,,,20101495,
OH,Adams,2012-2548,,,,,,,,
OH,Adams,2020-2853,,,,,,2020-2854,,
OH,Adams,2018-3428,,,,,,2004-509,,
OH,Adams,2017-3853,,,,,,1995-4791,,
OH,Adams,1995-1475,,,,,,,,
OH,Adams,2.02E+11,,,,,,,2.02E+11,
OH,Adams,2.00E+11,,,,,,,,
OH,Adams,2.02E+11,,,,,,,,
OH,Adams,2.02E+11,,,,,,,,
OH,Adams,2.02E+11,,,,,,,,
OH,Adams,2.01E+11,,,,,,,,
OH,Adams,2.02E+11,,,,,,,,
PA,Adams,2012-029300,,,,,,,,
PA,Adams,2011-026924,,,,,,,,
PA,Adams,2.01E+11,,,,,,,,
WA,Adams,299825,,,,,,,,
WA,Adams,2999825,,,,,,,,
WA,Adams,287021,,,,,,,287022,
WA,Adams,313533,,,,,,,,
WI,Adams,134950,,,,,,,,
WI,Adams,374137,,,,,,,,
WI,Adams,495287,,,,,,,,
WI,Adams,565950,,,,,,,,
WI,Adams,569994,,,,,,,569995,570150
WI,Adams,557168,,,,,,,,
WI,Adams,464563,,,,,,,,
WI,Adams,440473,,,,,,,464654,
WI,Adams,544304,,,,,,,,
WI,Adams,528603,,,,,,,,
WI,Adams,477544,,,,,,,,
WI,Adams,559662,,,,,,,559664,
WI,Adams,461405,,,,,,,,
WI,Adams,541795,,,,,,,,
WI,Adams,292077,,,,,,,,
WI,Adams,292249,,,,,,,,
WI,Adams,490446,,,,,,,,
WI,Adams,500885,,,,,,,,
WI,Adams,294153,,,,,,,,
WI,Adams,448895,,,,,,,,
WI,Adams,476860,,,,,,,,
